ID.1,ID,Lowtag,Name,Recap,PIT_tag,Species,Year,Capture_date,Collar_start,Fate_date,Field_crew,Study_area,Latitude,Longitude,Trap.type,Sex,Age,Collar.ID,Frequency,Collar_model,DOP_type,Left_eartag,Left_color,Right_eartag,Right_color,Parasites,Body_condition,Hind_foot,Chest_girth,Body_length,biopsy,blood,Cannon_foot,Weight,Head_circ,Neck_circ,Tail_length,Ear_length_R,Ear_length_L,Left_upper_canine,Left_lower_canine,Right_upper_canine,Right_lower_canine,Samples,Nursed,Pelage,Handling_time,VIT,VIT_frequency,Mortality,Mortality_cause,Mortality_date,Censor,Censor_cause,Censor_date,Comments,data_comments
D3205,3205,3205,NA,New,NA,WTD,2024,1/25/2024 8:16,1/25/2024 8:16,NA,"JS, EJ, EW, AS, HT",Shelbyville,39.52604,-88.6127,Clover,Female,Adult,155211,150.27,420+,PDOP,3205,Grey,3206,Grey,None,5,44.6,99.5,163,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20673,150.83,NA,NA,NA,NA,NA,NA,,
D1119,1119,3149,NA,Recap,NA,WTD,2024,1/26/2024 17:51,1/26/2024 17:51,NA,"CV, TK, KC, AM",Touch of Nature,37.63076,-89.1557,Drop,Female,Adult,155236,150.52,420+,PDOP,3149,Grey,3150,Grey,2 ticks,3,45,75,128,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20674,150.84,NA,NA,NA,NA,NA,NA,"ticks, limp w/ release. Old Collar: 89274, 151.120",
D3055,3055,3055,NA,New,NA,WTD,2024,1/27/2024 0:16,1/27/2024 0:16,NA,"HT, AS, JS, EJ, EW",Shelbyville,39.44309,-88.7728,Clover,Male,YoungofYear,155186,152.52,500+,PDOP,3055,Grey,3056,Grey,None,4,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Double capture with 3201, reversed because of temperature",
D3201,3201,3202,NA,New,NA,WTD,2024,1/27/2024 0:16,1/27/2024 0:16,1/27/2024,"HT, AS, JS, EJ, EW",Shelbyville,39.44309,-88.7728,Clover,Female,Adult,155208,150.24,420+,PDOP,3202,Grey,3201,Grey,None,3,41.6,94,152,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20684,150.94,yes,capture related,1/27/2024,NA,NA,NA,"Double capture with 3055, high ear tag in left, disposed of 0.5 BAM. Death caused by capture. clover collapse",
D3151,3151,3151,NA,New,NA,WTD,2024,1/29/2024 10:28,1/29/2024 10:28,2/17/2024,"KC, TK, MC",Touch of Nature,37.63578,-89.1751,Clover,Female,Adult,155227,150.93,420+,PDOP,3151,Grey,3152,Grey,NA,4,44,89,157,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20664,150.74,NA,NA,NA,NA,NA,NA,"scrapes on nose, eyelids, behind ears",pull data from collar
D3127,3127,3127,NA,New,NA,WTD,2024,1/30/2024 17:20,1/30/2024 17:20,NA,"TK, CV, AlM, HR",Touch of Nature,37.63073,-89.1558,Drop,Male,Adult,155198,152.64,500+,PDOP,3127,Grey,3128,Grey,2 ticks,2,40,91,140,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cool, cloudy",
D3223,3223,3223,NA,New,NA,WTD,2024,2/1/2024 8:10,2/1/2024 8:10,NA,"JS, AS, EJ, EW",Shelbyville,39.5522,-88.622,Clover,Male,Adult,152276,150.12,500+,PDOP,3223,Grey,3224,Grey,None,3,43.5,95.5,149,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Front left knee swollen, maybe broken leg? Skinned left front knee, when released was ""walking"" on knee. Left well enough that no further action was taken.",
D1009,1009,130,NA,New,NA,WTD,2024,2/3/2024 9:45,2/3/2024 9:45,NA,"TK, HR, CV, AM",Touch of Nature,37.62292,-89.1568,Clover,Female,Adult,155228,150.44,420+,PDOP,130,NA,3134,Grey,NA,3.5,45.5,91.5,144,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20653,150.63,NA,NA,NA,NA,NA,NA,"sunny, 43 degrees, deer in trap since 1900 previous day. Rubbing from previous collar. Recapture from 2018.",
D1450,1450,38,NA,Recap,NA,WTD,2024,2/7/2024 8:06,2/7/2024 8:06,NA,"JS, EJ, AS, HT, EW",Shelbyville,39.55459,-88.6142,Clover,Male,YoungofYear,155175,152.41,500+,PDOP,38,Yellow,3233,Grey,None,2,40,79,124.5,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fawn collar recapture,
D3179,3179,3179,NA,New,NA,WTD,2024,2/7/2024 16:40,2/7/2024 16:40,NA,"JS, EJ, AS, HT, EW",Shelbyville,39.53174,-88.6108,Drop,Male,Adult,152267,150.03,500+,PDOP,3179,Grey,3180,Grey,None,2,46,102,142,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
D3091,3091,3091,NA,New,NA,WTD,2024,2/8/2024 8:50,2/8/2024 8:50,NA,"JS, EW, HT",Shelbyville,39.44673,-88.7751,Clover,Female,Yearling,155221,150.37,420+,PDOP,3091,Grey,3092,Grey,"ticks, lice",4,41,85.5,145.5,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,"cut on eyelids and nose, hole in eartag from biopsy, double capture with 3169, no VIT inserted",
D3169,3169,3169,NA,New,NA,WTD,2024,2/8/2024 8:51,2/8/2024 8:51,4/5/2024,"HT, EJ, AS",Shelbyville,39.44673,-88.7751,Clover,Male,YoungofYear,155176,152.42,500+,PDOP,3169,Grey,3170,Grey,2 ticks,3,40.3,86,136,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"added additonal BAM dosage (0.5) for total of 1.0, double capture with 3091, got up after reversal to lay down farther away until spooked a few mintues later",
D3119,3119,3119,NA,New,NA,WTD,2024,2/11/2024,2/11/2024,NA,"TK, MC, KC",Touch of Nature,37.63047,-89.1666,Clover,Male,Adult,155194,152.6,500+,PDOP,3119,Grey,3120,Grey,Many ticks,3,47,83,151,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smooth capture. Heavy tooth wear.,
D3211,3211,3211,NA,New,NA,WTD,2024,2/13/2024,2/13/2024,NA,"AlM, TK, HR",Touch of Nature,37.63645,-89.1686,Drop,Male,YoungofYear,155196,152.62,500+,PDOP,3211,Grey,3212,Grey,Many ticks,3,39,66,120,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54 degrees slight wind.,
C120,120,NA,valentino,New,NA,Coyote,NA,NA,NA,NA,NA,Touch of Nature,37.58363,-89.12364,NA,M,A,81451,NA,250,HDOP,NA,NA,NA,NA,NA,2,20,NA,94,NA,NA,NA,12.3,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B122,122,NA,ID10,New,NA,Bobcat,NA,NA,NA,NA,NA,Touch of Nature,37.59037,-89.13324,NA,F,J,81452,NA,250,HDOP,NA,NA,NA,NA,NA,4,15.7,NA,74,NA,NA,NA,5.2,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D3087,3087,3087,NA,New,NA,WTD,2024,2/16/2024,2/16/2024,4/7/2024,"JS, HT, EJ",Shelbyville,39.45779,-88.7622,Clover,Female,Adult (2+yr),155213,105.29,420+,PDOP,3087,Grey,3088,Grey,None,3,42,102,152,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20655,105.65,NA,NA,NA,NA,NA,NA,,
D3153,3153,3153,NA,New,NA,WTD,2024,2/16/2024 17:11,2/16/2024 17:11,NA,"TK, MC, KC",Touch of Nature,37.62663,-89.16019,Drop,Female,Yearling,155235,150.51,420+,PDOP,3153,Grey,3152,Grey,many ticks,3,45.5,79.5,139,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20675,150.85,NA,NA,NA,NA,NA,NA,"cold, snowy. body temp dropped low",
D3033,3033,3033,NA,New,NA,WTD,2024,2/19/2024 8:11,2/19/2024 8:11,NA,"AS, JS, EW",Shelbyville,39.54057,-88.63142,Clover,Female,Adult,155204,150.2,420+,PDOP,3033,Grey,3034,Grey,1 tick,3,43,92.5,147.5,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20680,150.9,NA,NA,NA,NA,NA,NA,Skinned top of head in front of both ears and slightly on eyelids. Used BluKote,
D3147,3147,3147,NA,New,NA,WTD,2024,2/19/2024 17:10,2/19/2024 17:10,NA,"TK, MC, KC",Touch of Nature,37.63645,-89.16855,Drop,Female,Adult,155224,150.4,420+,PDOP,3147,Grey,3148,Grey,many ticks,3,44,89,127,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20652,150.62,NA,NA,NA,NA,NA,NA,"scars on both ears, previous tags; short tail",
D3003,3003,3003,NA,New,NA,WTD,2024,2/20/2024 9:25,2/20/2024 9:25,NA,"MC, HR",Touch of Nature,37.6201,-89.15803,Clover,Male,YoungofYear,155189,152.55,500+,PDOP,3003,Grey,3004,Grey,many ticks,3,37,66,135,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"warm, sunny, 45 degrees. Deer running hot, attempted cooling with cold drape, cold pack in armpit",
D3043,3043,3043,NA,New,NA,WTD,2024,2/21/2024 8:31,2/21/2024 8:31,NA,"JS, AS, HT, ET, EW",Shelbyville,39.44673,-88.77511,Clover,Male,YoungOfYear,NA,NA,NA,NA,3043,Grey,3044,Grey,None,3,46,84,126,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Struggling to use back legs/hips; came back later and was still unable to stand as of 10:40AM, euthanized",
D3195,3195,3195,NA,New,NA,WTD,2024,2/21/2024 9:44,2/21/2024 9:44,NA,"JS, AS, HT, ET, EW",Shelbyville,39.44319,-88.77309,Clover,Male,YoungOfYear,155174,152.4,500+,PDOP,3195,Grey,3196,Grey,None,3,-,-,-,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouldn't go down, tangled in net, hot day. Overheated immediately; gave reversal as soon as first temp was read. left on his own",
D3137,3137,3137,NA,New,NA,WTD,2024,2/21/2024 15:42,2/21/2024 15:42,NA,TK,Touch of Nature,37.61101,-89.16346,Clover,Male,Yearling,155193,152.59,500+,PDOP,3137,Grey,3138,Grey,many ticks,2,45,79,144,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"deer running hot, but stable",
D3081,3081,3081,NA,New,NA,WTD,2024,2/21/2024 18:00,2/21/2024 18:00,NA,"MC, AM, KC",Touch of Nature,37.636496,-89.16853,Drop,Female,Adult,155234,150.5,420+,PDOP,3081,Grey,3082,Grey,many ticks,1,42,78,155,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20651,155.61,NA,NA,NA,NA,NA,NA,"66 degrees, high wind, cloudy; deer had old injury on tail, which started bleeding during capture; evidence of previous ripped ear tags, worn teeth",
D3171,3171,3171,NA,New,NA,WTD,2024,2/23/2024 18:02,2/23/2024 18:02,NA,"TK, AM, HR",Touch of Nature,37.63645,-89.16855,Drop,Male,YoungofYear,155195,152.61,500+,PDOP,3171,Grey,3172,Grey,many ticks,2.5,42,78,129,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"warm, full moon",
D3213,3213,3213,NA,New,NA,WTD,2024,2/23/2024 18:02,2/23/2024 18:02,NA,"TK, AM, HR",Touch of Nature,37.63645,-89.16855,Drop,Female,Adult,155230,150.46,420+,PDOP,3213,Grey,3212,Grey,many ticks,4,44,90.5,145,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20665,150.75,NA,NA,NA,NA,NA,NA,"warm, full moon",
D3159,3159,3159,NA,New,NA,WTD,2024,2/27/2024 17:52,2/27/2024 17:52,NA,"JS, AS, HT, ET, EW",Shelbyville,39.575,-88.70565,Drop Net,Female,Yearling (1-2yr),155218,150.34,420+,PDOP,3160,Grey,3159,Grey,2 ticks,3,42.5,85.5,151.5,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No blood taken, VIT did not fit so VIT was not inserted, Deer did not go down all the way",
D3129,3129,3129,NA,Recap,NA,WTD,2024,2/27/2024 18:23,2/27/2024 18:23,NA,"KC, MC, AM",Touch of Nature,37.63645,-89.16855,Drop,Female,Adult,155232,150.48,420+,PDOP,3129,Grey,3130,Grey,many ticks,3,43,83,133,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20663,150.73,NA,NA,NA,NA,NA,NA,"Ear scars from tags (unknown), appears pregnant",
D3037,3037,3037,NA,New,NA,WTD,2024,3/1/2024 9:53,3/1/2024 9:53,NA,"AM, TK",Touch of Nature,37.6319351,-89.1669434,Clover,Male,YoungofYear,155187,152.53,500+,PDOP,3037,Grey,3038,Grey,many ticks,3,40,65,117,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butt bloody, antler buttons raw, tried to kick collar",
D3013,3013,3013,NA,Recap,NA,WTD,2024,3/3/2024 18:10,3/3/2024 18:10,NA,"MC, TK, HR",Touch of Nature,37.63446,-89.17102,Drop,Female,Yearling,155233,150.49,420+,PDOP,3013,Grey,3014,Grey,many ticks,3,39,86,147,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20661,150.71,NA,NA,NA,NA,NA,NA,"Prev ear tagged (unknown) and collar, heavy scaring from collar(skin and deeper tissue), odd head/neck holding backward behavior. Warm, 69 degrees, breezy.",
D3123,3123,3123,NA,New,NA,WTD,2024,3/6/2024 18:20,3/6/2024 18:20,NA,"KC, AM, MC",Touch of Nature,37.6344187,-89.170777,Drop,Male,Yearling,155188,152.54,500+,PDOP,3123,Grey,3124,Grey,many ticks,3,46,87,143,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small plasma sample,
D3095,3095,3095,NA,New,NA,WTD,2024,3/7/2024 18:15,3/7/2024 18:15,3/21/2024,"HR, AM, TK",Touch of Nature,37.6344187,-89.170777,Drop,Male,Adult,152279,150.15,500+,PDOP,3095,Grey,3096,Grey,many ticks,3,45,95,162,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Twitchy falling asleep, potentially due to discomfort from friction burn on shoulder from net. Humid, raining, 55 degrees. Dropped antlers previously.",
D3025,3025,3025,NA,New,NA,WTD,2024,3/8/2024 17:48,3/8/2024 17:48,NA,"JS, AS, EJ,",Shelbyville,39.575,-88.70565,Drop Net,Female,Adult,155215,150.31,420+,PDOP,3025,Grey,3026,Grey,Ticks,3,43.5,86,153,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Didn't go down all the way, was actively trying to stand up, so no blood/VIT. Got up very quickly after reversal.",
D3067,3067,3067,NA,New,NA,WTD,2024,3/10/2024 18:28,3/10/2024 18:28,NA,"JS, HT, EJ, EW",Shelbyville,39.45418,-88.76347,Drop Net,Female,Adult,155222,150.38,420+,PDOP,3067,Grey,3068,Grey,Ticks on neck/anus,2,52.5,87,145,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20669,150.79,NA,NA,NA,NA,NA,NA,,
D3181,3181,3181,NA,New,NA,WTD,2024,3/11/2024 18:10,3/11/2024 18:10,NA,"AS, JS, EW",Shelbyville,39.575,-88.70565,Drop Net,Male,YoungOfYear,155183,152.49,500+,PDOP,3181,Grey,None,NA,Ticks on anus,1,41,NA,117,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Overheating, reversed. No blood.",
D3049,3049,3049,NA,New,NA,WTD,2024,3/16/2024 19:56,3/16/2024 19:56,NA,"JS, HT, EW",Shelbyville,39.45418,-88.76347,Drop,Male,YoungofYear,155184,152.5,500+,PDOP,3049,Grey,3050,Grey,Ticks on neck/anus,2,43,76.5,124,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New BAM,
D3139,3139,3139,NA,New,NA,WTD,2024,3/17/2024 19:18,3/17/2024 19:18,NA,"MC, HR",SIUC,37.71451,-89.2332,Clover,Female,Adult,150969,151.275,420+,PDOP,3139,Grey,3140,Grey,many ticks,3,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pregnant, running hot, reversed early. 49 degrees, evening, mostly clear.",
D3191,3191,3191,NA,Recap,NA,WTD,2024,3/17/2024 21:04,3/17/2024 21:04,NA,"JS, HT, EW",Shelbyville,39.575,-88.70565,Drop,Female,Adult (2+yr),155207,150.23,420+,PDOP,247,Yellow/Beige,3191,Grey,Ticks behind left ear,4,42,87,142,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20667,150.77,NA,NA,NA,NA,NA,NA,"New BAM, recapture old large ear tag but no collar, cut on hind right leg; blue koted,",
D3103,3103,3103,NA,New,NA,WTD,2024,3/18/2024 21:15,3/18/2024 21:15,NA,"JS, HT, AS, EJ, EW",Shelbyville,38.44645,-88.77497,Drop,Female,YoungofYear,NA,NA,NA,NA,3103,Grey,3104,Grey,tick on anus,2,41,85,123,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Would not go down, kept standing. Could not get blood due to heavy twitching. No collar given. NEW BAM",
D1213,1213,3029,NA,Recap,NA,WTD,2024,3/19/2024 9:01,3/19/2024 9:01,NA,"MC, TK, HR",SIUC,37.71139,-89.23322,Clover,Female,Adult,150967,150.255,420+,PDOP,3029,Grey,NA,NA,many ticks,3,42.5,90,144,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Head rubbed raw, recap, old collar: 81440, 151.300",
D3107,3107,3107,NA,New,NA,WTD,2024,3/20/2024 9:42,3/20/2024 9:42,NA,"KC, MC",SIUC,37.71089,-89.23931,Clover,Female,Yearling,150958,151.165,420,HDOP,3107,Grey,3108,Gray,many ticks,4,45,84,145.5,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small cut right hing leg, scrapes on ears/eyes/chin",
D3031,3031,3031,NA,New,NA,WTD,2024,3/21/2024 9:20,3/21/2024 9:20,NA,"MC, TK, HR",SIUC,37.71139,-89.23322,Clover,Male,Adult,155192,152.58,500+,PDOP,3031,Grey,3032,Gray,many ticks,2.5,41,86,137,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly stressed, disturbed by walker w/ multiple dogs ~1hr before processing. Bloody antler pedicels, nose rubbing from trap. Cool, 45 degrees cloudy. Used ""bad"" bam, went down ok but reversal took longer than expected.",
D2983,2983,2983,NA,New,NA,WTD,2024,3/21/2024 18:53,3/21/2024 18:53,NA,"TK, HR",SIUC,37.71139,-89.23294,Clover,Female,Adult,150959,151.175,420,HDOP,NA,NA,NA,NA,many ticks,3,42,86,146,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrapes on eyes, head, running hot, reversed early",
D3085,3085,3085,NA,New,NA,WTD,2024,3/23/2024 8:44,3/23/2024 8:44,NA,"TK, MC, HR",SIUC,37.70513,-89.22338,Clover,Female,Adult,89270,151.08,420+,PDOP,3085,Gray,NA,NA,Many ticks,3,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrapes on nose, eyes, running very hot, struggling to get up during first 15 mins after bam administration. Cool weather.",
D1212,1212,3111,NA,Recap,NA,WTD,2024,3/23/2024 9:47,3/23/2024 9:47,NA,"TK, MC, HR",SIUC,37.70996,-89.23219,Clover,Female,Adult,152289,151.29,420+,PDOP,3111,Grey,NA,NA,Many ticks,4,42,85,141,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 degrees, sunny. Removed old collar",
D3105,3105,3105,NA,New,NA,WTD,2024,3/26/2024 19:45,3/26/2024 19:45,NA,"TK, AM, AlM",Touch of Nature,37.6319,-89.16695,Drop,Male,Adult,152266,150.02,500+,PDOP,3105,Grey,3106,Grey,Many ticks,2,47,90,140,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46, moderate, cloudy; had one fork antler that dropped during capture",
